Place,Title,Name,Type,Latitude,Longitude,Code,Enclosed_by,Date
[I0375],Prud'homme,Joseph (Marie),,,,,male,1856-07-11,[P0039],,,,,1940-03-23,[P0071],,,,,
[I0102],Prud'homme,Josephe (Marie),,,,,female,4 MAI 1724,[P0002],,,,,24 MARS 1803,[P0002],,,,,
[I0361],Prud'homme,Jérémie,,,,,male,about 1812,[P0037],"Ancestry.com, <i>1851 Census of Canada East, Canada West, New Brunswick, and Nova Scotia</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2006).",,,,7 JUIN 1865,[P0039],,,,,
[I0435],Prud'homme,Leopold (Joseph Lucien),,,,,male,about 1879,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,21 DÉCEMBRE 1979,[P0266],,,,,
[I0374],Prud'homme,Louis,,,,,male,1852-04-16,[P0039],,,,,1856-04-30,[P0039],,,,,
[I0013],Prud'homme,Marguerite,,,,,female,4 FÉV 1800,[P0002],,,,,25 AOÛT 1880,[P0013],,,,,
[I0103],Prud'homme,Marguerite,,,,,female,10 AVRIL 1726,[P0002],,,,,17 AVRIL 1747,[P0060],,,,,
[I0321],Prud'homme,Marguerite,,,,,female,1656-03-15,[P0049],,,,,1725-09-03,[P0049],,,,,
[I0400],Prud'homme,Marguerite,,,,,female,1656-03-15,[P0002],,,,,1725-09-03,[P0002],,1725-09-03,[P0000],"Ancestry.com, <i>Quebec, Genealogical Dictionary of Canadian Families (Tanguay Collection), 1608-1890</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2011).",
[I0011],Prud'homme,Marie Anne,,,,,female,21 AVRIL 1802,[P0002],,,,,,,,,,,
[I0110],Prud'homme,Marie Anne,,,,,female,23 JUILLET 1714,[P0002],,,,,25 AVRIL 1784,[P0002],,,,,
[I0308],Prud'homme,Marie Catherine,,,,,female,4 MAI 1754,[P0201],,,,,21 JUIN 1754,[P0201],,,,,
[I0309],Prud'homme,Marie Catherine,,,,,female,28 JUILLET 1755,[P0201],,,,,1755-11-02,[P0201],,,,,
[I0018],Prud'homme,Marie Elizabeth,,,,,female,20 JUIN 1805,[P0002],,,,,22 AOÛT 1805,[P0002],,,,,
[I0372],Prud'homme,Marie Elmire,,,,,female,1860-04-27,[P0039],,,,,25 FÉV 1886,[P0039],,,,,
[I0355],Prud'homme,Marie Georgina,,,,,female,29 AOÛT 1879,[P0218],,,,,,,,,,,
[I0015],Prud'homme,Marie Helene,,,,,female,9 JUILLET 1806,[P0002],,,,,23 JUILLET 1806,[P0002],,,,,
[I0019],Prud'homme,Marie Sophie,,,,,female,1 MARS 1810,[P0002],,,,,6 JUIN 1810,[P0002],,,,,
[I0376],Prud'homme,Marie Tharsile,,,,,female,1854-05-28,[P0039],,28 MAI 1854,[P0240],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1856-05-16,[P0039],,,[P0239],"Ancestry.com, <i>Web: Canadian Headstone Index, 1840-2017</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0014],Prud'homme,Michel (Marie),,,,,male,1801-01-07,[P0002],,,,,,,,,,,
[I0105],Prud'homme,Michel Amable,,,,,male,1733-02-18,[P0002],,,,,1753-10-07,[P0062],,,,,
[I0360],Prud'homme,Moise (Benoit),,,,,male,1862,[P0014],"Ancestry.com and The Church of Jesus Christ of Latter-day Saints, <i>1881 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2009).",,,,1934-11-18,[P0224],,,[P0225],"Ancestry.com, <i>Web: Canadian Headstone Index, 1840-2017</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0257],Prud'homme,Nicolas,,,,,male,31 JUILLET 1722,[P0002],,,,,25 MAI 1810,[P0042],,,,,
[I0304],Prud'homme,Nicolas Amable,,,,,male,1748-10-22,[P0201],,1748-10-22,[P0203],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1 DÉC 1749,[P0201],,,,,
[I0306],Prud'homme,Nicolas Amable,,,,,male,16 JUIN 1751,[P0201],,,,,5 MAI 1793,[P0201],,,,,
[I0070],Prud'homme,Onesime (Marie),,,,,female,1864-03-02,[P0039],,,,,1887-05-17,[P0039],,,,,
[I0356],Prud'homme,Paul,,,,,male,about 1906,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,,,,,,,
[I0399],Prud'homme,Paul,,,,,male,1654-02-27,[P0247],,,,,1667,[P0252],,,,,
[I0402],Prud'homme,Paul,,,,,male,1654-02-27,[P0002],,,,,1667,[P0010],,,,,
[I0154],Prud'homme,Pierre,,,,,male,1658-03-24,[P0049],,,,,1703-03-28,[P0049],,,,,
[I0317],Prud'homme,Pierre,,,,,male,1 JUIN 1768,[P0002],,,,,2 MARS 1797,[P0204],,,,,
[I0325],Prud'homme,Pierre,,,,,male,1658-03-24,[P0002],,,,,1703-03-28,[P0002],,,,,
[I0004],Prud'homme,Sophie (Marie),,,,,female,1810-03-01,[P0001],,,,,1892-07-19,[P0003],,,,,
[I0373],Prud'homme,Tharsille (Marie),,,,,female,1858-05-29,[P0039],,29 MARS 1858,[P0240],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",25 FÉV 1886,[P0039],,,[P0239],"Ancestry.com, <i>Web: Canadian Headstone Index, 1840-2017</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0397],Prud'homme Aliomet,Louis,,,,,male,1608,[P0249],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1671-07-02,[P0010],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",2 JUIL 1671,[P0000],"Ancestry.com, <i>Quebec, Genealogical Dictionary of Canadian Families (Tanguay Collection), 1608-1890</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2011).",
[I0347],Prudhomme,Adolphe,,,,,male,1883-09-02,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,22 DÉCEMBRE 1945,[P0071],,,,,
[I0346],Prudhomme,Angelina,,,,,female,1880-03-28,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,4 FÉVRIER 1941,[P0217],,,,,
[I0354],Prudhomme,Annette,,,,,female,about 1900,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,,,,,,,
[I0349],Prudhomme,Arthur,,,,,male,1887,[P0072],,,,,,,,,,,
[I0350],Prudhomme,Bertha,,,,,female,1882-12-28,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0384],Prudhomme,Catherine Marguerite,,,,,female,1692-01-31,[P0010],,,,,1774-04-16,[P0049],,,,,
[I0326],Prudhomme,Claude,,,,,male,1580,[P0206],,,,,1650-11-30,[P0071],,,,,
[I0383],Prudhomme,Cunegonde,,,,,female,1690-12-26,[P0002],,,,,1735-10-18,[P0246],"Ancestry.com, <i>Web: Netherlands, GenealogieOnline Trees Index, 1000-2015</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",,,,
[I0389],Prudhomme,Cécile,,,,,female,1689-02-25,[P0010],,,,,1777-07-18,[P0010],,,,,
[I0348],Prudhomme,Domina,,,,,male,1885,[P0072],,,,,,,,,,,
[I0319],Prudhomme,Elisabeth Marie,,,,,female,1663-09-21,[P0002],,,,,1744-01-01,[P0049],,,,,
[I0391],Prudhomme,Elizabeth,,,,,female,1703-01-24,[P0010],,,,,1707-03-20,[P0010],,,,,
[I0393],Prudhomme,Elizabeth,,,,,female,1708-05-01,[P0010],,,,,1786-11-30,[P0010],,,,,
[I0254],Prudhomme,Emile,,,,,unknown,,,,,,,,,,,,,
[I0111],Prudhomme,François-Xavier,,,,,male,,,,,,,,,,,,,
[I0333],Prudhomme,Henriette,,,,,female,1823-03-16,[P0211],,,,,1885-05-25,[P0211],,27 MAI 1885,[P0213],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",
[I0327],Prudhomme,Isabelle Aliomet,,,,,female,1580,[P0207],,,,,1650-11-30,[P0071],,,,,
[I0329],Prudhomme,Jean Baptist,,,,,male,1821-04-09,[P0211],,,,,1824-08-13,[P0211],,,,,
[I0386],Prudhomme,Jean Baptiste,,,,,male,1710-05-17,[P0246],,,,,1795-01-16,[P0010],,,,,
[I0394],Prudhomme,Jeanne,,,,,female,1697-04-02,[P0010],,,,,1699-02-02,[P0010],,,,,
[I0369],Prudhomme,Jeremie,,,,,male,1846-07-05,[P0230],,,,,1923-05-06,[P0236],,,,,
[I0332],Prudhomme,Joseph,,,,,male,1825-04-16,[P0042],,,,,1893-02-06,[P0042],,,,,
[I0256],Prudhomme,Jérémie Marie,,,,,male,25 NOVEMBRE 1766,[P0002],,,,,18 JUILLET 1846,[P0002],,,,,
[I0253],Prudhomme,Leopold,,,,,unknown,,,,,,,,,,,,,
[I0385],Prudhomme,Louis,,,,,male,1701-11-25,[P0247],,,,,1751-09-27,[P0247],,,,,
[I0334],Prudhomme,Louis Marie,,,,,male,1816-03-16,[P0212],,,,,,,,,,,
[I0387],Prudhomme,Madeleine,,,,,female,1706-04-05,[P0010],,,,,1708,[P0049],,,,,
[I0392],Prudhomme,Marie,,,,,female,1694-01-31,[P0010],,,,,about 1699,[P0010],,,,,
[I0178],Prudhomme,Marie Catherine,,,,,female,1661-03-25,[P0110],,,,,about 1736,,,,,,
[I0331],Prudhomme,Marie Catherine,,,,,female,1819-03-05,[P0212],,,,,24 APRL 1890,[P0039],,,,,
[I0330],Prudhomme,Marie Margurite,,,,,female,1818-03-04,[P0211],,,,,,,,,,,
[I0388],Prudhomme,Marie-Anne,,,,,female,1699-12-26,[P0010],,,,,1784-10-04,[P0010],,,,,
[I0390],Prudhomme,Marie-Anne,,,,,female,1699-01-29,[P0248],,,,,about 1699,[P0097],"Ancestry.com, <i>Quebec, Genealogical Dictionary of Canadian Families (Tanguay Collection), 1608-1890</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2011).",3 FÉVR 1699,[P0000],"Ancestry.com, <i>Quebec, Genealogical Dictionary of Canadian Families (Tanguay Collection), 1608-1890</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2011).",
[I0107],Prudhomme,Marie-Catherine,,,,,female,1729-08-27,[P0010],,,,,1787,[P0010],,,,,
[I0380],Prudhomme,Marie-Françoise,,,,,female,1720-11-25,[P0002],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1803-04-19,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0396],Prudhomme,Marie-Josephe,,,,,female,1712-02-07,[P0010],,,,,1712-02-10,[P0010],,,,,
[I0370],Prudhomme,Michel,,,,,male,1848-03-26,[P0237],,,,,1912-09-10,[P0039],,,,,
[I0351],Prudhomme,Moise,,,,,male,1896-03-08,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,22 DÉCEMBRE 1945,[P0071],,,,,
[I0003],Prudhomme,Nicolas,,,,,unknown,,,,,,,,,,,,,
[I0352],Prudhomme,Pana,,,,,female,1900-05-24,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,13 FÉVRIER 1982,[P0071],,,,,
[I0371],Prudhomme,Pierre,,,,,male,1850-02-22,[P0039],,,,,,,,,,,
[I0353],Prudhomme,René,,,,,male,about 1903,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,20 AOÛT 1977,[P0071],,,,,
[I0008],Prud’homme,Antoine,,,,,male,about 1791,[P0009],,,,,,,,,,,
[I0009],Prud’homme,Gervais,,,,,male,1797-05-04,[P0009],,,,,1886-03-07,[P0008],,,,,
[I0006],Prud’homme,Marie Catherine,,,,,female,1790-10-11,[P0007],,,,,1859-09-02,[P0002],,,,,
[I0005],Prud’homme,Marie-Josephe,,,,,female,1793-09-14,[P0005],,,,,11 OCTOBRE 1887,[P0006],,,,,
[I0007],Prud’homme,Marie-Josephe,,,,,female,1796-04-06,[P0007],,,,,1796-07-31,[P0008],,,,,
[I0010],Prud’homme,Nicolas,,,,,male,1798-11-27,[P0010],,,,,9 MAI 1886,[P0011],,,,,
[I0157],Prud’homme \ Prud hon,Claude Nobel,,,,,male,1546,[P0087],,,,,before 1646,,,,,,
[I0158],Prud’homme \ Prud hon,Claude Nobel,,,,,male,1546,[P0087],,,,,before 1646,,,,,,
[I0042],ROY,Marie Louise,,,,,female,1801-06-01,[P0019],,,,,1829-03-04,[P0033],,,,,
[I0421],Rapidieux,Marie Marguerite,,,,,female,FÉV 1788,[P0256],,,,,6 MAI 1840,[P0068],,,,,
[I0132],Ravary,Blanche,,,,,female,1889-02-09,[P0072],,,,,1974,,,,,,
[I0337],Ravary,Blanche,,,,,female,1889-02-09,[P0072],,,,,1974,,,,,,
[I0342],Ravary,Blanche,,,,,female,,,,,,,,,,,,,
[I0460],Ravary,Blanche,,,,,female,about 1888,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,1974,,,,,,
[I0138],Renaud,Marie Amable,,,,,female,about 1789,[P0075],,,,,1862-05-08,[P0076],,,,,
[I0276],Richard,Armande,,,,,female,,,,,,,,,,,,,
[I0452],Richard,Delima,,,,,female,19 FÉVRIER 1883,[P0277],,,,,7 NOVEMBRE 1940,[P0277],,,,,
[I0454],Richard,Marie Delima,,,,,female,1883 FEBRUARY 19TH,[P0279],"Ancestry.com, <i>1910 United States Federal Census</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,1940-11-07,[P0278],,,,,
[I0218],Robert,Josette,,,,,female,1760,[P0155],,,,,1827-11-16,[P0043],,,,,
[I0220],Robert,Marie Josephe,,,,,female,,,,,,,,,,,,,
[I0242],Roger,Pinel,,,,,male,,,,,,,,,,,,,
[I0471],Rolland,Alice,,,,,female,1896-10-00,[P0015],,,,,1986,[P0265],,,,,
[I0247],Rolland,Edouard,,,,,male,,,,,,,,,,,,,
[I0249],Rolland,Henri,,,,,male,,,,,,,,,,,,,
[I0142],Roussin,Adeline Agathe,,,,,male,1832-03-20,[P0039],,,,,,,,,,,
[I0148],Roussin,Agathe,,,,,female,1832-03-20,[P0083],,,,,,[P0084],,,,,
[I0150],Roussin,Artemise,,,,,female,1829-08-14,[P0080],,,,,,,,,,,
[I0147],Roussin,Celanise,,,,,female,1832,[P0081],,,,,1908-05-24,[P0082],,,,,
[I0153],Roussin,Elmire,,,,,female,1813,,,,,,3 MAI 1886,[P0059],,,,,
[I0143],Roussin,Emile,,,,,male,about 1821,[P0077],,,,,3 MAI 1886,[P0059],,,,,
[I0144],Roussin,Henriette,,,,,female,1824-08-19,[P0079],,,,,1838-12-18,[P0080],,,,,
[I0146],Roussin,Henriette,,,,,male,19 AOÛT 1824,[P0079],,,,,,,,,,,
[I0141],Roussin,Jacques,,,,,male,1823,[P0078],,,,,,,,,,,
[I0145],Roussin,Marie Amable,,,,,male,22 DÉCEMBRE 1810,[P0077],,,,,,,,,,,
[I0149],Roussin,Marie Marguerite,,,,,female,1816-10-14,[P0085],,,,,,,,,,,
[I0139],Roussin,Marie-Amable,,,,,female,22 DÉCEMBRE 1810,[P0077],,,,,,,,,,,
[I0137],Roussin,Michel,,,,,male,1783-11-03,[P0071],,,,,1862-04-10,[P0074],,,,,
[I0151],Roussin,Michel,,,,,male,1812-03-08,[P0077],,,,,1896-05-11,[P0086],,,,,
[I0140],Roussin,Pascal,,,,,male,04 OCTOBRE 1822,[P0077],,,,,04 OCTOBRE 1889,[P0074],,,,,
[I0362],Roussin,Tharsille,,,,,female,11 NOVEMBRE 1826,[P0211],,,,,1868,[P0230],,,,,
[I0152],Roussin,Toussaint,,,,,male,13 JUILLET 1814,[P0077],,,,,1834-06-01,[P0080],,,,,
[I0209],Rouxel,Jacquemine,,,,,female,1602-10-08,[P0146],"Ancestry.com, <i>Upper Brittany, France Births & Baptisms, 1501-1907</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2010).",6 MAI 1601,[P0146],"Ancestry.com, <i>Upper Brittany, France Births & Baptisms, 1501-1907</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2010).",14 SEPTEMBRE 1663,[P0147],"Ancestry.com, <i>Upper Brittany, France Deaths & Burials, 1540-1971</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2010).",1663-09-14,[P0143],"Ancestry.com, <i>Upper Brittany, France Deaths & Burials, 1540-1971</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2010).",
[I0211],Rouxel,Yvonne,,,,,male,1577-12-18,[P0143],,,,,1609-10-00,[P0143],,,,,
[I0481],Roy,André,,,,,male,,,,,,,,,,,,,
[I0301],Roy,Marie Françoise,,,,,female,18 JANVIER 1724,[P0200],,,,,31 MARS 1758,[P0201],,,,,
[I0480],Roy,Mélanie,,,,,female,2 SEPTEMBRE 1982,,,,,,,,,,,,
[I0487],Roy,Roland,,,,,male,,,,,,,,,,,,,
[I0093],SYNNETT,Jean Baptiste Xavier,,,,,male,1888-12-10,[P0055],,,,,,,,,,,
[I0091],SYNNETT,Marie Alma,,,,,female,1874-07-31,[P0052],,,,,20 MAI 1951,[P0053],,,,,
[I0099],SYNNETT,Pierre,,,,,male,about 1873,[P0057],,,,,,,,,,,
[I0194],Seaman,William,,,,,male,,,,,,,,,,,,,
[I0219],Seneth,Edouard,,,,,male,,,,,,,,,,,,,
[I0470],Seynett,Marie Huguette Gisele,,,,,female,4 JUIN 1934,[P0282],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1934,[P0059],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",2021,[P0281],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",,,,
[I0272],Seynett,Marie Jeanne Yvette Delia,,,,,female,13 AVRIL 1921,,,,,,,,,,,,
[I0101],Simon Delorme,Marie Helene,,,,,female,1729-11-13,[P0058],,,,,1789-12-08,[P0059],,,,,
[I0244],Sylvio,Lejeune,,,,,male,1941,,,,,,15 SEPTEMBRE 2021,[P0165],,,,,
[I0245],Synett,John,,,,,male,1866-11-12,[P0166],,,,,,,,,,,
[I0267],Synett,M Jeanne Amanda Florence,,,,,female,1922-09-13,[P0000],,,,,21 MAI 2008,[P0000],,,,,
[I0264],Synette,Joseph Charles Albini,,,,,male,3 AVRIL 1898,[P0175],,,,,14 AOÛT 1903,[P0176],,,,,
[I0263],Synette,Joseph Jean,,,,,male,7 MAI 1894,[P0174],,,,,,,,,,,
[I0262],Synnet,Georges,,,,,male,24 AVR 1888,[P0172],,,,,10 DÉC 1970,[P0173],,,,,
[I0273],Synnet,Marie Alice Hélène Amanda,,,,,female,18 AOÛT  1920,[P0177],,,,,25 AOÛT 1925,[P0177],,,,,
[I0216],Synnett,+Joseph,,,,,male,1783-12-21,[P0043],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",22 DÉC 1758,[P0153],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1851-03-18,[P0043],,,,,
[I0084],Synnett,Abraham,,,,,male,1868,,,,,,1916-12-27,[P0046],,,,,
[I0086],Synnett,Azilda,,,,,female,1883,[P0047],,,,,1905,,,,,,
[I0261],Synnett,Azilda,,,,,female,15 AVRIL 1889,,,,,,1959,[P0054],,,,,
[I0085],Synnett,Eloi,,,,,male,1869-09-05,[P0043],,,,,1946-11-14,[P0043],,,,,
[I0098],Synnett,Euloge,,,,,male,1877-02-12,[P0056],,,,,,,,,,,
[I0260],Synnett,Francois-Xavier,,,,,male,21 FÉVRIER 1903,[P0171],,,,,03 MAI 1976,,,,,,
[I0270],Synnett,J. Gaston Marcel Jean,,,,,male,12 JUIL 1926,[P0072],,,,,13 JUILLET 1935,[P0178],,,,,
[I0097],Synnett,Jean Baptiste Xavier,,,,,male,10 DÉCEMBRE 1888,[P0015],,,,,,,,,,,
[I0258],Synnett,John,,,,,male,1866-11-12,[P0168],,,,,,,,,,,
[I0434],Synnett,Joseph Odina,,,,,male,1895-05-06,[P0174],,,,,1956,[P0265],,,,,
[I0271],Synnett,Joseph Roger Gilles,,,,,male,4 JUIN 1934,[P0177],,,,,2010,[P0177],,,,,
[I0268],Synnett,M Jeanne Lucille,,,,,female,17 DÉC 1923,[P0072],,,,,2005,,,,,,
[I0095],Synnett,Maria Alexina,,,,,female,29 JUIN 1906,[P0047],,,,,5 JANVIER 1978,[P0000],,,,,
[I0269],Synnett,Marie Françoise Gaetane,,,,,female,11 AVRIL 1925,[P0177],,,,,25 AVRIL 1925,[P0177],,,,,
[I0087],Synnett,Marie Rachel,,,,,female,1892-10-25,[P0043],,,,,21 SEPTEMBRE 1968,[P0049],,,,,
[I0082],Synnett,Xavier,,,,,male,1845-10-28,[P0043],,,,,1914-10-24,[P0044],,,,,
[I0266],Synnott,Derinda,,,,,female,1889,[P0015],,,,,,,,,,,
[I0096],Synnott,Henri,,,,,male,11 MARS 1884,,,,,,,,,,,,
[I0094],Synnott,Honoré,,,,,male,1897,[P0014],,,,,,,,,,,
[I0265],Synnott,Maria,,,,,female,25 AVRIL 1892,[P0174],,,,,,,,,,,
[I0092],Synnott (Sinnette),Joseph Euloge,,,,,male,12 FÉVRIER 1877,[P0055],,,,,1965,[P0054],,,,,
[I0336],Thibault,Virginie,,,,,female,UNKNOWN,,,,,,,,,,,,
[I0241],Thomas,Guy,,,,,male,,,,,,,,,,,,,
[I0026],Tremblay,Albert,,,,,male,about 1916,[P0014],,,,,,,,,,,
[I0292],Tremblay,Albert,,,,,male,1883,[P0015],,,,,,,,,,,
[I0025],Tremblay,Arthur,,,,,unknown,,,,,,,,,,,,,
[I0029],Tremblay,Camille,,,,,male,1848,[P0021],,,,,1856-04-23,,,,,,
[I0020],Tremblay,Edouard,,,,,male,1880-07-00,[P0014],,,,,,,,,,,
[I0027],Tremblay,Edouard,,,,,male,1824-03-30,[P0017],,,,,1914-03-02,[P0018],,,,,
[I0032],Tremblay,Edouard,,,,,male,1844,[P0025],,,,,1912-01-12,[P0023],,,,,
[I0022],Tremblay,Edwidge,,,,,female,1883-04-08,[P0014],,,,,,,,,,,
[I0299],Tremblay,Emelia,,,,,female,1879,[P0015],,,,,,,,,,,
[I0035],Tremblay,Etienne,,,,,male,1859-02-23,[P0023],,,,,1860-04-04,[P0023],,,,,
[I0039],Tremblay,François Clovis,,,,,male,1792-12-25,[P0030],,,,,1857-02-18,[P0020],,,,,
[I0024],Tremblay,Joseph,,,,,male,about 1882,[P0014],,,,,,,,,,,
[I0129],Tremblay,Joseph,,,,,male,1852-10-30,,,,,,,,,,,,
[I0283],Tremblay,Joseph Albert,,,,,male,15 JUILLET 1915,[P0186],,,,,23 JUIN 1972,[P0185],,,,,
[I0281],Tremblay,Joseph Armand,,,,,male,1906-10-19,[P0161],"Ancestry.com, <i>1910 United States Federal Census</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,1972,,,,,,
[I0278],Tremblay,Joseph Arthur,,,,,male,1881-04-29,[P0035],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",1881,[P0018],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1952-02-12,[P0182],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0183],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0036],Tremblay,Joseph Salomon,,,,,male,1852-10-30,[P0023],,,,,1927-11-11,[P0023],,,,,
[I0294],Tremblay,Joseph Vital,,,,,male,1893-07-28,[P0198],,,,,1897-09-30,[P0198],,,,,
[I0280],Tremblay,Leopold,,,,,male,VERS 1909,[P0184],,,,,,,,,,,
[I0287],Tremblay,Leopold,,,,,male,1904-04-17,[P0191],"Ancestry.com, <i>1910 United States Federal Census</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,1978-11-30,[P0192],,,,,
[I0284],Tremblay,Lionel Joseph,,,,,male,1 MARS 1924,[P0186],,,,,8 MAI 1987,[P0187],,,,,
[I0081],Tremblay,M Louise,,,,,unknown,,,,,,,,,,,,,
[I0295],Tremblay,Marie Alexina Léonide,,,,,female,1891-08-30,[P0016],,,,,,,,,,,
[I0031],Tremblay,Marie Delia,,,,,female,1861-03-09,[P0024],,,,,1862-03-23,[P0023],,,,,
[I0293],Tremblay,Marie Evangelina,,,,,female,1899-03-26,[P0197],,,,,,,,,,,
[I0030],Tremblay,Marie Justine,,,,,female,1846-09-26,[P0022],,,,,1860-07-09,[P0023],,,,,
[I0023],Tremblay,Marie Louise,,,,,female,1888-10-01,[P0016],,,,,,,,,,,
[I0239],Tremblay,Marie-Louise,,,,,female,1901-09-07,[P0161],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1978-06-15,[P0071],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0164],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0453],Tremblay,Maurice Joseph,,,,,male,2 JUIN 1926,[P0277],,,,,26 AVRIL 1988,[P0277],,,,,
[I0033],Tremblay,Moise,,,,,male,1849-04-24,[P0026],,,,,1870-07-17,[P0023],,,,,
[I0296],Tremblay,Moise,,,,,male,1885-03-01,[P0016],,,,,,,,,,,
[I0034],Tremblay,Paul,,,,,male,1854-09-30,[P0023],,,,,1941-04-13,[P0023],,,,,
[I0128],Tremblay,Paul,,,,,male,,,,,,,,,,,,,
[I0291],Tremblay,Paul,,,,,male,about 1902,[P0193],,,,,,,,,,,
[I0021],Tremblay,Regina,,,,,female,1891,[P0015],,,,,,,,,,,
